input1,sys11,sys12,sys13,sys14,sys15,sysid11,sysid12,sysid13,sysid14,sysid15,sentid1,input2,sys21,sys22,sys23,sys24,sys25,sysid21,sysid22,sysid23,sysid24,sysid25,sentid2,input3,sys31,sys32,sys33,sys34,sys35,sysid31,sysid32,sysid33,sysid34,sysid35,sentid3,input4,sys41,sys42,sys43,sys44,sys45,sysid41,sysid42,sysid43,sysid44,sysid45,sentid4,input5,sys51,sys52,sys53,sys54,sys55,sysid51,sysid52,sysid53,sysid54,sysid55,sentid5
yes... ..we do ask for... .30 to 60 days....,english subtitles by days...,bring in a marshal priest,what do you mean?,what do you think of the.?,it's like an.,clustered/iterative_beam_search_bs5_ibs100.json_9,clustered/random_sampling_temp1.0.json_9,original/diverse_beam_search_bs10_dbs0.8.json_0,original/standard_beam_search_bs10.json_7,original/random_sampling_temp0.7.json_1,77,i like cows.,what's going on?,i don't like the smell that's the most beautiful thing i ever heard,they don't sell i,i don't like it,i've been thinking,original/random_sampling_temp0.7.json_0,original/random_sampling_temp1.0_top10.json_9,original/random_sampling_temp0.7.json_3,original/beam_search_bs10_kpercand3.json_3,clustered/standard_beam_search_bs100.json_9,40,it bit you.,ok i'll do it,i'm not going to die,i don't know how to thank you,don't you get it?,what do you mean?,clustered/iterative_beam_search_bs5_ibs100.json_9,clustered/random_sampling_temp0.5.json_9,original/beam_search_bs10_kpercand3.json_8,clustered/random_sampling_temp1.0.json_4,clustered/random_sampling_temp1.0_top100.json_0,44,i just want the job.,i want to know what you're doing,i don't know what to say,i've never wanted you to,i don't care what you say,i don't want you to go,original/random_sampling_temp0.5.json_5,original/standard_beam_search_bs10_npad0.3.json_3,original/random_sampling_temp1.0_top10.json_6,clustered/beam_search_bs100_kpercand3.json_9,original/beam_search_bs10_kpercand3.json_6,11,poor father...,the memories of age?,i'll be right back,what are you doing here?,what do you think?,you're a.,original/random_sampling_temp1.0.json_7,clustered/random_sampling_temp0.5.json_1,clustered/random_sampling_temp0.7.json_0,original/standard_beam_search_bs10_npad0.3.json_7,clustered/random_sampling_temp0.5.json_3,36
"bravo, your majesty!",let me ask you something,what do you mean?,get out of here!,what's the matter with you?,i'll be back soon,clustered/random_sampling_temp0.5.json_5,original/standard_beam_search_bs10.json_1,original/iterative_beam_search_bs5_ibs10.json_2,original/standard_beam_search_bs10.json_3,original/standard_beam_search_bs10_npad0.3.json_7,2,its muscles are locked.,i'll be right back,it's not the same,i can't believe i'm doing this because i don't know what you're talking about but i don't know what you're doing,i can't believe this,it's not a.,clustered/beam_search_bs100_kpercand3.json_7,original/standard_beam_search_bs10_npad0.3.json_4,clustered/diverse_beam_search_bs100_dbs0.8.json_9,original/beam_search_bs10_kpercand3.json_4,clustered/standard_beam_search_bs100_npad0.3.json_4,43,good luck.,i'll take care of it,i don't think i've ever seen you before,what do you mean?,i've got to go,i'm sure you will,clustered/diverse_beam_search_bs100_dbs0.8.json_2,original/random_sampling_temp0.5.json_8,clustered/standard_beam_search_bs100.json_3,original/beam_search_bs10_kpercand3.json_5,clustered/random_sampling_temp0.5.json_8,31,i'm supposed to speak at their tenth anniversary.,i can't believe this,i told them they were giving me something so sweet but they're more,i'm not sure i understand,i'm going to anniversary,i'm just saying it was a.,clustered/random_sampling_temp0.5.json_3,original/random_sampling_temp1.0.json_8,original/random_sampling_temp0.5.json_2,clustered/random_sampling_temp0.5.json_8,original/random_sampling_temp0.7.json_7,80,where the hell is he?,what's the matter?,i've got to get him out,i don't know what you're talking about!,i don't know where he is,you don't have to be a man to have to be so stupid and is as well as you,clustered/random_sampling_temp1.0_top100.json_0,clustered/diverse_beam_search_bs100_dbs0.8.json_3,original/diverse_beam_search_bs10_dbs0.8.json_7,original/diverse_beam_search_bs10_dbs0.8.json_4,original/random_sampling_temp1.0_top10.json_9,5
shall we unpack it?,i'll take care of it,i've got to go,let's get out of here,don't worry about it,just we it up for two weeks,clustered/standard_beam_search_bs100_npad0.3.json_8,original/clustering_beam_search_bs10_cbs5.json_5,clustered/iterative_beam_search_bs5_ibs100.json_2,original/iterative_beam_search_bs5_ibs10.json_4,original/random_sampling_temp0.7.json_9,49,what did you just say?,are you all right?,i don't think so,what are you talking about?,i don't want to hear it,come on let's go,original/iterative_beam_search_bs5_ibs10.json_1,clustered/random_sampling_temp1.0.json_0,clustered/clustering_beam_search_bs100_cbs5.json_0,original/clustering_beam_search_bs10_cbs5.json_7,original/iterative_beam_search_bs5_ibs10.json_4,18,you watch this garbage?,what's the matter?,i'll take care of it,what are you doing?,all right let's move,i'll be right back,original/clustering_beam_search_bs10_cbs5.json_0,clustered/standard_beam_search_bs100.json_8,clustered/random_sampling_temp1.0_top100.json_0,clustered/random_sampling_temp1.0.json_4,clustered/random_sampling_temp1.0.json_1,41,it might be an interesting case.,it doesn't make any difference to me,i don't think so,there's a lot of. in this case,i'd rather not have this,i don't know what to do,original/random_sampling_temp1.0_top10.json_2,original/standard_beam_search_bs10_npad0.3.json_2,original/random_sampling_temp0.5.json_7,original/random_sampling_temp1.0_top10.json_4,original/standard_beam_search_bs10_npad0.3.json_5,83,fine speech. now what do we do?,what do you want?,how do you do?,are you all right?,we're on our way,is that how i feel then?,original/beam_search_bs10_kpercand3.json_1,original/iterative_beam_search_bs5_ibs10.json_1,original/iterative_beam_search_bs5_ibs10.json_4,clustered/standard_beam_search_bs100_npad0.3.json_9,original/random_sampling_temp1.0.json_1,57
"it's happened at last, we've become a limited company.",i can't believe it,you're a.,i've been thinking about it,i'll tell you what,is that the.?,clustered/clustering_beam_search_bs100_cbs5.json_3,original/random_sampling_temp0.5.json_0,original/beam_search_bs10_kpercand3.json_6,original/standard_beam_search_bs10_npad0.3.json_1,clustered/random_sampling_temp1.0.json_1,84,now i think we really do understand one another.,i don't know what you're thinking,i don't know what you're talking about,i don't know what's going on,i don't know what you're saying,well the only way to do it is to get the money out of here,original/clustering_beam_search_bs10_cbs5.json_7,original/standard_beam_search_bs10_npad0.3.json_6,original/standard_beam_search_bs10.json_5,original/standard_beam_search_bs10.json_8,original/random_sampling_temp1.0_top10.json_9,64,he certainly was not a popular fellow when they planted him.,i can't believe he did this to me,he was a very good man,i don't know what he was doing,i don't know what he was thinking,i'll tell you what,clustered/random_sampling_temp0.7.json_7,original/beam_search_bs10_kpercand3.json_2,original/clustering_beam_search_bs10_cbs5.json_8,original/standard_beam_search_bs10_npad0.3.json_8,clustered/standard_beam_search_bs100.json_7,74,why are you working today?,i'll be right back,i'll be right back,i don't like it,what are you doing here?,what's the matter with you?,original/beam_search_bs10_kpercand3.json_4,original/diverse_beam_search_bs10_dbs0.8.json_0,clustered/random_sampling_temp1.0_top100.json_4,clustered/random_sampling_temp1.0.json_0,original/standard_beam_search_bs10_npad0.3.json_4,25,it's okay. it's alright.,i've got it,what's the matter?,i'm not a.,i can't do it,i can't believe it,clustered/standard_beam_search_bs100.json_9,original/standard_beam_search_bs10.json_0,clustered/random_sampling_temp0.7.json_8,clustered/random_sampling_temp1.0_top100.json_1,original/random_sampling_temp0.5.json_0,76
that's right; convict without trial... habeas corpus.,i'll take care of it and make sure it's all right with you in case you want to talk,i don't know what you mean,that's what i thought,i want to claim general corpus's testimony to keep this jury alive by filming two criminal agents at fleming,i have nothing to say,clustered/diverse_beam_search_bs100_dbs0.8.json_7,original/diverse_beam_search_bs10_dbs0.8.json_7,clustered/random_sampling_temp0.5.json_4,original/random_sampling_temp1.0.json_8,original/random_sampling_temp0.7.json_0,85,do you really know superman?,let me tell you something,i don't know what you mean,from now on out to me,oh yeah well what else are you gonna do?,i assume you're reading these symptoms later,original/iterative_beam_search_bs5_ibs10.json_3,original/clustering_beam_search_bs10_cbs5.json_5,clustered/random_sampling_temp1.0.json_6,clustered/random_sampling_temp1.0.json_8,original/random_sampling_temp1.0.json_5,52,"honey, we can be happy and poor together.",i've got to go,i'll tell you what,we're going to have our own children,what do you mean?,i don't know what's going on,clustered/clustering_beam_search_bs100_cbs5.json_9,clustered/beam_search_bs100_kpercand3.json_8,original/random_sampling_temp1.0_top10.json_8,clustered/standard_beam_search_bs100.json_0,original/diverse_beam_search_bs10_dbs0.8.json_5,86,the bourbon. the news about ugarte upset me very much.,i am a bit worried about the.,i don't think so,what do you mean?,i don't know what to say,the kid had a heart attack,original/random_sampling_temp0.5.json_8,original/clustering_beam_search_bs10_cbs5.json_2,clustered/beam_search_bs100_kpercand3.json_1,original/diverse_beam_search_bs10_dbs0.8.json_3,original/random_sampling_temp0.7.json_7,60,see anything you like?,i don't know what you're talking about,i need to talk to you,you're feeling the same,i don't know what to do,i don't know what you mean,original/diverse_beam_search_bs10_dbs0.8.json_3,clustered/random_sampling_temp1.0.json_0,clustered/random_sampling_temp1.0.json_5,original/beam_search_bs10_kpercand3.json_7,original/beam_search_bs10_kpercand3.json_8,45
where are you?,where are the??,don't worry about it,he said the stores would work if thorns took black and your wives i'd bring one of you in and take you to hong kong,i've never been so humiliated,what's the matter?,clustered/random_sampling_temp0.7.json_5,clustered/standard_beam_search_bs100_npad0.3.json_5,original/random_sampling_temp1.0.json_9,original/random_sampling_temp1.0_top10.json_2,original/clustering_beam_search_bs10_cbs5.json_2,12,what will you do?,what are you doing?,i'll get you a drink,i've got to go,i'm not going anywhere,i'll be right back,original/beam_search_bs10_kpercand3.json_0,original/random_sampling_temp0.5.json_6,clustered/random_sampling_temp0.5.json_4,clustered/random_sampling_temp0.5.json_5,clustered/clustering_beam_search_bs100_cbs5.json_3,9,"i'm in a wheelchair, the truck sounds pretty good.",what's the matter?,what do you mean?,what's the matter?,what are you doing here? i haven't seen you around since 9 00 p m and i'm sorry i'm late,i've passed and had a foundation 1400,clustered/standard_beam_search_bs100.json_4,clustered/clustering_beam_search_bs100_cbs5.json_2,clustered/beam_search_bs100_kpercand3.json_2,clustered/diverse_beam_search_bs100_dbs0.8.json_9,original/random_sampling_temp1.0.json_8,65,when do we go?,that's a little crazy isn't it?,i don't think so,i'll see you later,long live the?!,i'll go get my coat,clustered/random_sampling_temp1.0.json_7,clustered/random_sampling_temp0.5.json_0,clustered/random_sampling_temp1.0_top100.json_1,clustered/iterative_beam_search_bs5_ibs100.json_8,original/random_sampling_temp0.5.json_5,32,jesus! are you serious?,i can't do that,i don't know what you're talking about,what are you doing?,no wish to stay in the garage,you're a very bad kid!,clustered/random_sampling_temp0.5.json_3,clustered/random_sampling_temp0.5.json_5,clustered/clustering_beam_search_bs100_cbs5.json_0,original/random_sampling_temp1.0.json_3,original/random_sampling_temp1.0_top10.json_4,34
you really got a masters degree?,i'm not a?,i'm not a hero,you're a?,i don't give a shit,i don't know what to do,clustered/clustering_beam_search_bs100_cbs5.json_7,clustered/random_sampling_temp0.5.json_7,clustered/iterative_beam_search_bs5_ibs100.json_2,clustered/standard_beam_search_bs100.json_8,original/clustering_beam_search_bs10_cbs5.json_8,98,what happened to your pants?,you've been on the road all day you've got a great sense,where are you going?,what's going on?,i'll be right back,it's hard to believe that,original/random_sampling_temp1.0_top10.json_9,original/iterative_beam_search_bs5_ibs10.json_2,clustered/standard_beam_search_bs100_npad0.3.json_0,clustered/random_sampling_temp0.7.json_1,original/random_sampling_temp0.7.json_3,10,see anything you like?,don't be so sure,it's all right i don't know,i'll take care of that,what do you mean?,i've gotten to get along,clustered/random_sampling_temp0.5.json_7,original/random_sampling_temp0.5.json_4,original/standard_beam_search_bs10_npad0.3.json_8,original/random_sampling_temp1.0_top10.json_0,original/random_sampling_temp1.0.json_5,45,that's coming along well!,i don't know!,i'll be right back,that's a good idea,that's what i'm talking about!,i don't know!,clustered/standard_beam_search_bs100.json_3,clustered/iterative_beam_search_bs5_ibs100.json_2,clustered/beam_search_bs100_kpercand3.json_5,original/random_sampling_temp0.5.json_1,clustered/standard_beam_search_bs100_npad0.3.json_1,35,chief - mind if i take her?,i'd better get out,they're from the?,what are you doing?,what's the matter?,i'll take care of that,clustered/random_sampling_temp0.7.json_7,original/random_sampling_temp0.7.json_2,clustered/iterative_beam_search_bs5_ibs100.json_0,clustered/standard_beam_search_bs100_npad0.3.json_1,original/standard_beam_search_bs10.json_6,55
"when you get going on those broads, think of me!",i don't think so,i'll tell you what i think,you've got to be kidding me!,it looks like you can use a! in your stomach,i'll be right back,original/standard_beam_search_bs10_npad0.3.json_2,original/diverse_beam_search_bs10_dbs0.8.json_7,clustered/random_sampling_temp0.5.json_5,original/random_sampling_temp1.0_top10.json_8,clustered/random_sampling_temp0.5.json_1,81,"bravo, your majesty!",what's the matter?,the! 's in the house!,i've got to go,i am the king!,what do you mean?,clustered/standard_beam_search_bs100.json_2,original/random_sampling_temp1.0_top10.json_4,original/beam_search_bs10_kpercand3.json_7,clustered/random_sampling_temp1.0_top100.json_3,clustered/beam_search_bs100_kpercand3.json_2,2,you're the guys from the movie!,i don't want to hear it,what are you talking about?,you want to watch tv?,i was a little nervous,what's the matter?,clustered/random_sampling_temp0.5.json_8,original/standard_beam_search_bs10.json_1,clustered/random_sampling_temp0.7.json_8,original/random_sampling_temp1.0_top10.json_2,original/random_sampling_temp1.0.json_0,87,he wants the money.,i'll tell you what,the guy who owns the bank,that's why he didn't pay,what did he say?,he doesn't want to,original/clustering_beam_search_bs10_cbs5.json_2,clustered/random_sampling_temp1.0_top100.json_9,original/random_sampling_temp1.0_top10.json_3,clustered/standard_beam_search_bs100_npad0.3.json_0,original/diverse_beam_search_bs10_dbs0.8.json_1,17,"honey, we can be happy and poor together.",i know it's hard,come on let's go,i can't help it,i can't believe it,you are such a.!,clustered/random_sampling_temp0.7.json_7,original/iterative_beam_search_bs5_ibs10.json_4,clustered/random_sampling_temp1.0_top100.json_2,clustered/standard_beam_search_bs100.json_2,clustered/random_sampling_temp1.0_top100.json_9,86
does he have the marked bills on him?,he's got a lot of money he doesn't need to pay for more than 10 000 in cash and cash,can i ask you something?,i don't know what to do with him,we've got to find him,what did he say?,clustered/diverse_beam_search_bs100_dbs0.8.json_6,original/iterative_beam_search_bs5_ibs10.json_5,original/diverse_beam_search_bs10_dbs0.8.json_8,clustered/clustering_beam_search_bs100_cbs5.json_9,clustered/standard_beam_search_bs100_npad0.3.json_1,69,now i think we really do understand one another.,all right i'll tell you what,the whole world is understand,i've got to go,may i ask why?,i'm not sure i can get off this island,original/iterative_beam_search_bs5_ibs10.json_8,clustered/random_sampling_temp1.0_top100.json_7,clustered/beam_search_bs100_kpercand3.json_8,clustered/iterative_beam_search_bs5_ibs100.json_6,original/random_sampling_temp0.5.json_8,64,good luck.,look at all this,and as a lygia i can help,i can't believe it,what's going on?,i'll be right back,clustered/random_sampling_temp1.0.json_5,original/random_sampling_temp1.0.json_4,original/standard_beam_search_bs10_npad0.3.json_1,clustered/standard_beam_search_bs100_npad0.3.json_5,clustered/clustering_beam_search_bs100_cbs5.json_5,31,i almost thought for a second...,i... l be right back,i don't know what to say,i... e been looking for you,i... e been looking for you for two years,oh i'm sorry i'm late,original/beam_search_bs10_kpercand3.json_4,original/random_sampling_temp0.7.json_0,original/standard_beam_search_bs10.json_5,original/diverse_beam_search_bs10_dbs0.8.json_8,original/iterative_beam_search_bs5_ibs10.json_8,78,where are you?,you won't find him i'll kill him!,i have to ask you a question,for god's sake!,son of a bitch!,what's the matter?,original/random_sampling_temp1.0.json_1,clustered/random_sampling_temp0.5.json_9,original/iterative_beam_search_bs5_ibs10.json_6,clustered/iterative_beam_search_bs5_ibs100.json_3,clustered/beam_search_bs100_kpercand3.json_2,12
will he be alright?,we should be able to find him,we will she family!,will will take care of it,i can't help myself,i'll be back in two days,clustered/random_sampling_temp1.0_top100.json_8,clustered/random_sampling_temp1.0.json_9,clustered/random_sampling_temp1.0.json_2,original/random_sampling_temp1.0.json_0,clustered/diverse_beam_search_bs100_dbs0.8.json_3,33,it bit you.,i'm glad you're here,i'll be right back,what are you talking about?,i don't know what you're talking about,that doesn't make sense,clustered/standard_beam_search_bs100.json_9,original/diverse_beam_search_bs10_dbs0.8.json_3,original/clustering_beam_search_bs10_cbs5.json_2,clustered/random_sampling_temp0.5.json_2,clustered/random_sampling_temp1.0_top100.json_6,44,poor father...,what are you doing?,did you hear that?,i'm going to go to the. with them,i've never seen anything like it before but i'm sure it's a good idea to take care of everything that happened last night,i've never seen anything like it before but i'm sure,original/beam_search_bs10_kpercand3.json_3,original/iterative_beam_search_bs5_ibs10.json_5,original/random_sampling_temp1.0_top10.json_5,clustered/diverse_beam_search_bs100_dbs0.8.json_8,clustered/diverse_beam_search_bs100_dbs0.8.json_2,36,"you ain't gettin 'in no trouble, i hope.",don't you think you're better than i thought you were ma'a m? i didn't mean to hurt you ma'a m but i,don't you think you're better than i thought you were ma'a m? i didn't mean to hurt you ma'a m but i didn't,no i don't think so,don't worry about it,what's the matter?,clustered/diverse_beam_search_bs100_dbs0.8.json_9,clustered/diverse_beam_search_bs100_dbs0.8.json_8,clustered/beam_search_bs100_kpercand3.json_8,clustered/clustering_beam_search_bs100_cbs5.json_4,original/diverse_beam_search_bs10_dbs0.8.json_0,63,i've lost interest.,and here is the faint one,i don't think so,where are you going?,i'm sorry i didn't mean to interrupt you but i've been thinking,do you know what this is?,clustered/random_sampling_temp1.0.json_9,clustered/standard_beam_search_bs100.json_6,original/iterative_beam_search_bs5_ibs10.json_1,clustered/diverse_beam_search_bs100_dbs0.8.json_3,original/iterative_beam_search_bs5_ibs10.json_7,47
jesus! are you serious?,i don't know what you mean,i'll kill you!,i'll be right back,you can't tell me how much i like her,i don't know what you're doing,original/beam_search_bs10_kpercand3.json_9,clustered/random_sampling_temp0.5.json_2,clustered/standard_beam_search_bs100.json_5,original/random_sampling_temp0.7.json_8,original/diverse_beam_search_bs10_dbs0.8.json_9,34,there are cables overhead. hang on. it'll clear up.,i don't know what you're doing,i'm a. up,they say it's a.,i've never seen,i'm not going to do it,original/diverse_beam_search_bs10_dbs0.8.json_8,clustered/random_sampling_temp1.0_top100.json_4,original/random_sampling_temp0.5.json_6,clustered/diverse_beam_search_bs100_dbs0.8.json_1,original/random_sampling_temp0.5.json_4,88,i like cows.,i've never seen anything like it,i've never seen anything like this before,i don't know what to say,i don't know what you're talking,somebody's got to go,original/standard_beam_search_bs10.json_6,original/clustering_beam_search_bs10_cbs5.json_8,original/beam_search_bs10_kpercand3.json_4,original/diverse_beam_search_bs10_dbs0.8.json_9,clustered/iterative_beam_search_bs5_ibs100.json_9,40,you know where he lives?,i don't know what i'm gonna do,i don't know where he is,i know who's doing this but he's asked you,i'm looking for know,i don't know him,original/diverse_beam_search_bs10_dbs0.8.json_7,clustered/standard_beam_search_bs100_npad0.3.json_2,original/random_sampling_temp1.0.json_3,clustered/random_sampling_temp0.7.json_4,clustered/random_sampling_temp1.0_top100.json_1,39,you watch this garbage?,you know what i mean?,what do you want?,i'm going to take a nap,of course i'm sure,what's the matter?,clustered/standard_beam_search_bs100.json_5,original/beam_search_bs10_kpercand3.json_5,original/random_sampling_temp1.0_top10.json_3,clustered/iterative_beam_search_bs5_ibs100.json_6,clustered/clustering_beam_search_bs100_cbs5.json_1,41
are you frightened?,come on let's go,you don't know?,don't worry about it,and what about you?,what are you doing?,clustered/iterative_beam_search_bs5_ibs100.json_2,clustered/random_sampling_temp0.5.json_3,clustered/clustering_beam_search_bs100_cbs5.json_6,clustered/random_sampling_temp1.0_top100.json_6,original/random_sampling_temp0.5.json_0,22,he said we're all going to have to go talk to the guy.,why didn't you tell me?,he said he didn't want to go to the police station because he didn't want to go to school,we've got to talk,he said he was going to kill me,that's why they broke his balls,clustered/beam_search_bs100_kpercand3.json_7,clustered/diverse_beam_search_bs100_dbs0.8.json_5,clustered/beam_search_bs100_kpercand3.json_9,original/clustering_beam_search_bs10_cbs5.json_4,original/random_sampling_temp0.7.json_5,99,make a right. you can't miss it.,i'll take care of it,i don't know what to do,i'll give him a call,what's the hurry?,i've got to go,clustered/clustering_beam_search_bs100_cbs5.json_5,original/standard_beam_search_bs10.json_4,original/random_sampling_temp1.0_top10.json_3,clustered/random_sampling_temp1.0_top100.json_6,original/standard_beam_search_bs10_npad0.3.json_3,89,when do we go?,i've got to go to the bathroom,i'm really going to get out of this,i don't know where it is,i've got to go,how do you do?,original/standard_beam_search_bs10.json_7,original/random_sampling_temp0.7.json_5,original/random_sampling_temp0.5.json_3,original/beam_search_bs10_kpercand3.json_4,clustered/iterative_beam_search_bs5_ibs100.json_0,32,yes... ..we do ask for... .30 to 60 days....,i'll take care of it i promise,i don't know what you mean,i've been thinking,could it be anything to prove?,can't you see?,clustered/diverse_beam_search_bs100_dbs0.8.json_2,original/standard_beam_search_bs10_npad0.3.json_3,clustered/standard_beam_search_bs100_npad0.3.json_8,clustered/random_sampling_temp1.0.json_7,original/iterative_beam_search_bs5_ibs10.json_6,77
too many people know about my involvement in this.,i'll tell you what i'll do,i'm the only one who knows the truth,this talk is my home,you know how much i hate to do this,you can have the money,original/standard_beam_search_bs10.json_8,clustered/random_sampling_temp0.5.json_9,clustered/random_sampling_temp1.0.json_8,original/random_sampling_temp0.7.json_5,clustered/random_sampling_temp1.0_top100.json_8,96,i told you the facts! he abandoned us -- those are the facts.,he was a witness to us,his name is are facts,i know who you are,his name is are facts,between the two of us,clustered/random_sampling_temp0.5.json_9,clustered/iterative_beam_search_bs5_ibs100.json_6,clustered/random_sampling_temp1.0_top100.json_1,original/iterative_beam_search_bs5_ibs10.json_7,clustered/iterative_beam_search_bs5_ibs100.json_9,97,you sure know how to take a lot of punishment.,i'll tell you what,i don't know how to thank you,i asked myself for a favor,you're a good boy,i don't think so,original/diverse_beam_search_bs10_dbs0.8.json_1,original/standard_beam_search_bs10_npad0.3.json_4,clustered/random_sampling_temp1.0.json_7,original/clustering_beam_search_bs10_cbs5.json_7,original/standard_beam_search_bs10.json_0,91,"why not religion, dad?",i can't do that,i don't understand why you're here,what does that mean?,i don't know what's wrong with me but i don't know what to do,what does it mean?,clustered/standard_beam_search_bs100_npad0.3.json_5,original/standard_beam_search_bs10_npad0.3.json_9,clustered/standard_beam_search_bs100_npad0.3.json_3,clustered/diverse_beam_search_bs100_dbs0.8.json_4,original/random_sampling_temp0.7.json_0,8,did you call?,i've been looking for you,i don't know what to do,i've got to go,i want to talk to you,are you all right?,clustered/random_sampling_temp0.7.json_5,original/standard_beam_search_bs10.json_8,original/standard_beam_search_bs10.json_7,clustered/standard_beam_search_bs100_npad0.3.json_4,clustered/iterative_beam_search_bs5_ibs100.json_1,13
maybe it went out. should someone check it?,i don't know what you're talking about but i don't know what you're talking about but i don't know what you're talking about but i don't know what you're talking about,well i was wondering if you could help me out,i'd like to know where you were,i'm just renting the company's dna and it's looking check,i saw it in the paper,clustered/diverse_beam_search_bs100_dbs0.8.json_8,original/random_sampling_temp0.7.json_6,original/random_sampling_temp0.7.json_4,original/random_sampling_temp0.7.json_9,clustered/random_sampling_temp0.5.json_8,59,its muscles are locked.,it's a. locked,it's not a.,i don't think so,it has been a marvelous day,as you can see there is no.,clustered/iterative_beam_search_bs5_ibs100.json_2,original/standard_beam_search_bs10_npad0.3.json_2,clustered/standard_beam_search_bs100.json_2,original/random_sampling_temp0.7.json_4,original/iterative_beam_search_bs5_ibs10.json_9,43,i forgot where i put my keys.,i'll be right there,i don't know why,i'll take care of it,i'm in a hurry,shit it's a deal,original/clustering_beam_search_bs10_cbs5.json_3,clustered/clustering_beam_search_bs100_cbs5.json_8,clustered/diverse_beam_search_bs100_dbs0.8.json_1,clustered/random_sampling_temp0.7.json_1,original/random_sampling_temp1.0.json_0,71,what will you do?,i'll be right back,i'll look in the mirror,i'll be right back,i don't think so,you're not going anywhere,original/beam_search_bs10_kpercand3.json_3,original/random_sampling_temp0.5.json_8,original/iterative_beam_search_bs5_ibs10.json_1,clustered/standard_beam_search_bs100_npad0.3.json_2,clustered/random_sampling_temp0.5.json_7,9,this thing's going nowhere.,i'm not going to eat,i can't help it,i don't think so,this is a.!,i don't know what to say,original/random_sampling_temp0.7.json_2,clustered/random_sampling_temp1.0_top100.json_4,original/diverse_beam_search_bs10_dbs0.8.json_4,clustered/random_sampling_temp0.7.json_8,original/standard_beam_search_bs10.json_6,38
well i was right. you are a sentimentalist.,i don't think so,i'll tell you what,according to the. mine is not bonnabel is it?,what are you talking about?!,yes you're right,original/clustering_beam_search_bs10_cbs5.json_4,clustered/standard_beam_search_bs100_npad0.3.json_8,original/random_sampling_temp1.0.json_7,original/standard_beam_search_bs10_npad0.3.json_8,clustered/random_sampling_temp1.0.json_2,61,it's okay.,i don't know what you mean,i don't know what you mean,i don't know what you're talking about,let me tell you something,kind of like a.,clustered/diverse_beam_search_bs100_dbs0.8.json_2,original/beam_search_bs10_kpercand3.json_7,clustered/random_sampling_temp0.5.json_4,clustered/beam_search_bs100_kpercand3.json_6,clustered/iterative_beam_search_bs5_ibs100.json_9,0,i'm scared shitless.,what do you think you're doing?,i've never seen anything like it,i don't know what's going on,we're into rule,what's the matter?,clustered/standard_beam_search_bs100.json_8,clustered/beam_search_bs100_kpercand3.json_9,original/diverse_beam_search_bs10_dbs0.8.json_5,original/random_sampling_temp1.0.json_4,original/clustering_beam_search_bs10_cbs5.json_3,37,"it's happened at last, we've become a limited company.",i don't know what you mean,i don't know what you're thinking,i don't know what's going on here,don't worry about it,but that's not what i wanted,original/standard_beam_search_bs10_npad0.3.json_4,original/standard_beam_search_bs10_npad0.3.json_8,original/standard_beam_search_bs10_npad0.3.json_9,clustered/beam_search_bs100_kpercand3.json_3,clustered/random_sampling_temp1.0_top100.json_8,84,he thinks people *like* to get whacked by branches.,he doesn't know what he's talking about,i don't think so,he doesn't know anything,what do you think?,he's got the. branches,original/clustering_beam_search_bs10_cbs5.json_3,original/standard_beam_search_bs10.json_3,clustered/beam_search_bs100_kpercand3.json_5,original/standard_beam_search_bs10.json_2,clustered/random_sampling_temp1.0_top100.json_9,62
where's ma?,may i have your attention please?,why didn't you tell me?,i've got to go,i don't know where they should be but i don't know,i'm sure he was,clustered/iterative_beam_search_bs5_ibs100.json_7,clustered/beam_search_bs100_kpercand3.json_9,original/standard_beam_search_bs10_npad0.3.json_5,original/random_sampling_temp0.7.json_9,original/random_sampling_temp0.5.json_6,1,you going to answer it?,what's the matter?,i have to talk to you,for 40 years i've listened,what do you mean?,is that what you want?,original/diverse_beam_search_bs10_dbs0.8.json_1,clustered/random_sampling_temp0.5.json_5,original/random_sampling_temp1.0.json_3,clustered/beam_search_bs100_kpercand3.json_0,original/iterative_beam_search_bs5_ibs10.json_2,51,ssh. i'm on a stakeout.,what's the matter?,that's why i'm here,the. of the.,i don't think so,i don't know what you mean,clustered/clustering_beam_search_bs100_cbs5.json_2,clustered/clustering_beam_search_bs100_cbs5.json_6,clustered/random_sampling_temp1.0_top100.json_9,clustered/beam_search_bs100_kpercand3.json_2,original/beam_search_bs10_kpercand3.json_7,67,that's right; convict without trial... habeas corpus.,what do you mean by that?,the jury has no superiors,you don't have to,i don't know what to do,you're thinking about the case?,original/standard_beam_search_bs10.json_4,clustered/random_sampling_temp1.0.json_8,clustered/clustering_beam_search_bs100_cbs5.json_7,original/standard_beam_search_bs10.json_7,original/random_sampling_temp0.7.json_4,85,i just want the job.,don't worry about me,what are you doing?,why don't you take a look at this?,i don't know what you're talking about but i don't know what you're talking about,i'll be right back,clustered/random_sampling_temp1.0_top100.json_2,clustered/random_sampling_temp1.0_top100.json_0,original/iterative_beam_search_bs5_ibs10.json_9,clustered/diverse_beam_search_bs100_dbs0.8.json_5,clustered/random_sampling_temp0.7.json_2,11
