input1,sys11,sys12,sys13,sys14,sys15,sysid11,sysid12,sysid13,sysid14,sysid15,sentid1,input2,sys21,sys22,sys23,sys24,sys25,sysid21,sysid22,sysid23,sysid24,sysid25,sentid2,input3,sys31,sys32,sys33,sys34,sys35,sysid31,sysid32,sysid33,sysid34,sysid35,sentid3,input4,sys41,sys42,sys43,sys44,sys45,sysid41,sysid42,sysid43,sysid44,sysid45,sentid4,input5,sys51,sys52,sys53,sys54,sys55,sysid51,sysid52,sysid53,sysid54,sysid55,sentid5
how far have you gotten?,i don't know i say,i've never seen anything like it so far away from home since last night a few months ago you didn't have to,i've been looking for you,i don't know what to say,i don't think so too,clustered/random_sampling_temp1.0.json_3,clustered/diverse_beam_search_bs100_dbs0.8.json_8,clustered/beam_search_bs100_kpercand3.json_2,original/standard_beam_search_bs10_npad0.3.json_1,clustered/random_sampling_temp1.0_top100.json_5,15,see anything you like?,i've never seen anything like this,i'll be right back,i'll be right back,i'll be right back,i been looking for a job,original/standard_beam_search_bs10_npad0.3.json_4,clustered/random_sampling_temp0.7.json_1,original/diverse_beam_search_bs10_dbs0.8.json_1,original/standard_beam_search_bs10.json_0,original/random_sampling_temp1.0.json_0,45,i'm scared shitless.,they sit in the window every day,you know what i mean?,i can't believe what you said!,let's get out of here,they're not my.,clustered/random_sampling_temp1.0.json_7,clustered/random_sampling_temp0.5.json_2,original/random_sampling_temp1.0_top10.json_4,clustered/iterative_beam_search_bs5_ibs100.json_0,clustered/random_sampling_temp1.0_top100.json_9,37,"you ain't gettin 'in no trouble, i hope.",no no no no no no,i don't know what you're saying,i'm glad you're here,you ain't got no choice,you don't have to do that,clustered/beam_search_bs100_kpercand3.json_9,original/diverse_beam_search_bs10_dbs0.8.json_8,clustered/clustering_beam_search_bs100_cbs5.json_7,clustered/random_sampling_temp0.5.json_5,clustered/random_sampling_temp0.7.json_3,63,where's ma?,we're going to have a baby,i'm sorry but i don't know,i don't know what you're talking,what are you doing here?,what are you doing here?,original/clustering_beam_search_bs10_cbs5.json_8,original/random_sampling_temp0.5.json_4,original/diverse_beam_search_bs10_dbs0.8.json_7,clustered/clustering_beam_search_bs100_cbs5.json_0,original/iterative_beam_search_bs5_ibs10.json_0,1
go ahead to the saloon. but don't get too drunk!,you're a good man,i've had enough!,your brothers are here now!,what's wrong with you?,i've got to get out of here and make sure nobody else gets hurt or run away without saying good bye at least a few days,original/random_sampling_temp0.5.json_5,clustered/standard_beam_search_bs100.json_6,clustered/random_sampling_temp1.0.json_8,original/clustering_beam_search_bs10_cbs5.json_2,clustered/diverse_beam_search_bs100_dbs0.8.json_8,56,are you sure you even packed it?,i've never seen anything like this before,i'm glad you're here,i've never seen anything like this,i've never seen anything like it,i'm sorry i'm late,original/standard_beam_search_bs10.json_8,clustered/clustering_beam_search_bs100_cbs5.json_6,original/clustering_beam_search_bs10_cbs5.json_6,original/diverse_beam_search_bs10_dbs0.8.json_3,clustered/beam_search_bs100_kpercand3.json_7,58,"when you get going on those broads, think of me!",i'll be back in a minute,we don't have a lot of time,i've seen your face,what are you going to do?,i've got to get out of here,original/random_sampling_temp0.5.json_0,clustered/random_sampling_temp0.7.json_7,clustered/random_sampling_temp1.0_top100.json_8,clustered/beam_search_bs100_kpercand3.json_2,original/diverse_beam_search_bs10_dbs0.8.json_5,81,good luck.,what the hell are you doing?,i'll be right back,what are you doing here?,i'll be right back,now get on with it!,original/random_sampling_temp0.7.json_0,original/clustering_beam_search_bs10_cbs5.json_1,clustered/iterative_beam_search_bs5_ibs100.json_0,clustered/random_sampling_temp1.0_top100.json_0,clustered/random_sampling_temp1.0.json_2,31,chief - mind if i take her?,i'll take care of her,i'll take care of the rest of her,i'll take care of the rest,no i don't want to,what's she doing here?,original/standard_beam_search_bs10.json_3,original/diverse_beam_search_bs10_dbs0.8.json_8,original/diverse_beam_search_bs10_dbs0.8.json_7,original/beam_search_bs10_kpercand3.json_4,original/random_sampling_temp1.0_top10.json_1,55
you sure know how to take a lot of punishment.,i'll get you a model of this,anyway i'm usually finaily tenants on england,don't worry i'll take care of it,i can't believe you're doing this,i'll be right back,original/random_sampling_temp0.7.json_5,original/random_sampling_temp1.0.json_9,clustered/iterative_beam_search_bs5_ibs100.json_7,original/random_sampling_temp0.5.json_1,clustered/random_sampling_temp0.7.json_2,91,its muscles are locked.,we've got to get out of here,i'll be right back,i don't have time for this,i can't believe you're doing this,we've got to get out of there,original/beam_search_bs10_kpercand3.json_2,clustered/standard_beam_search_bs100.json_1,clustered/random_sampling_temp0.5.json_4,original/clustering_beam_search_bs10_cbs5.json_8,original/beam_search_bs10_kpercand3.json_8,43,i just want the job.,you're a.?,i just want to get out of here,i'll take care of it,i want to know more about you,i don't want you to go,clustered/random_sampling_temp1.0_top100.json_4,clustered/random_sampling_temp0.7.json_5,original/beam_search_bs10_kpercand3.json_0,clustered/random_sampling_temp1.0_top100.json_9,original/iterative_beam_search_bs5_ibs10.json_6,11,yes... ..we do ask for... .30 to 60 days....,i don't know what you're doing,let's take a look at this,don't worry about it!,i've got a lot of work to do,i'll take care of it,original/standard_beam_search_bs10.json_8,original/iterative_beam_search_bs5_ibs10.json_8,original/iterative_beam_search_bs5_ibs10.json_3,clustered/random_sampling_temp0.5.json_8,clustered/standard_beam_search_bs100_npad0.3.json_5,77,i like cows.,would you like a drink?,i've got to go,i don't know what to do,i'll take care of it,i don't know what you're talking about,original/iterative_beam_search_bs5_ibs10.json_3,clustered/diverse_beam_search_bs100_dbs0.8.json_1,original/standard_beam_search_bs10_npad0.3.json_0,clustered/random_sampling_temp0.5.json_0,clustered/clustering_beam_search_bs100_cbs5.json_6,40
he wants the money.,he'll pay for it!,i don't know what he's doing,he doesn't want the money,he's a very good man,he's got a lot of money to pay,original/standard_beam_search_bs10.json_4,original/standard_beam_search_bs10_npad0.3.json_9,original/random_sampling_temp1.0_top10.json_1,clustered/random_sampling_temp0.5.json_5,clustered/diverse_beam_search_bs100_dbs0.8.json_3,17,where the hell is he?,did you hear what i said?,i don't know what you're talking about,i haven't met him yet,you go down to the front and tell him,he's in the hospital!,original/iterative_beam_search_bs5_ibs10.json_8,original/random_sampling_temp0.5.json_1,clustered/random_sampling_temp1.0.json_3,original/random_sampling_temp1.0.json_5,clustered/beam_search_bs100_kpercand3.json_8,5,i might do it wrong.,let's get out of here,i didn't touch it did it?,i don't know what you're saying,i've never seen anything like it,i'm sorry but it is not necessary,original/iterative_beam_search_bs5_ibs10.json_0,original/random_sampling_temp1.0.json_3,original/standard_beam_search_bs10.json_8,clustered/beam_search_bs100_kpercand3.json_8,original/random_sampling_temp1.0_top10.json_6,28,i hope he fell off.,you don't have to worry,i'm sure he didn't,why don't you go get him?,i don't know what you're talking about.,i'll be back in a few minutes,clustered/clustering_beam_search_bs100_cbs5.json_7,clustered/random_sampling_temp1.0_top100.json_2,original/iterative_beam_search_bs5_ibs10.json_8,original/diverse_beam_search_bs10_dbs0.8.json_8,original/standard_beam_search_bs10_npad0.3.json_9,23,"i'm in a wheelchair, the truck sounds pretty good.",would you like a drink?,i've got a lot of work to do but wait till you hear from me in new york at 8 00,i don't know what i'm doing,i don't know what to do,i'll be right back,clustered/iterative_beam_search_bs5_ibs100.json_2,clustered/diverse_beam_search_bs100_dbs0.8.json_8,original/standard_beam_search_bs10_npad0.3.json_6,original/clustering_beam_search_bs10_cbs5.json_4,clustered/beam_search_bs100_kpercand3.json_1,65
"bravo, your majesty!",that's the way it is,this is the end of the world!,the! will be in the army,i'll be back in a moment,you've got to be kidding!,clustered/iterative_beam_search_bs5_ibs100.json_5,clustered/random_sampling_temp1.0_top100.json_2,original/random_sampling_temp0.5.json_7,original/clustering_beam_search_bs10_cbs5.json_7,original/beam_search_bs10_kpercand3.json_6,2,where are you?,i haven't seen you for a long time,i don't want to see you again,i've got to go,ma'a m i'm sorry,i don't know where i am,clustered/standard_beam_search_bs100.json_9,original/clustering_beam_search_bs10_cbs5.json_8,clustered/beam_search_bs100_kpercand3.json_3,clustered/iterative_beam_search_bs5_ibs100.json_7,original/standard_beam_search_bs10.json_6,12,tonight turned out to be pretty interesting.,it's a happy journey isn't it?,the. is a big one,i'll be right back,i'll be back in a few days,i've never seen anything like this,clustered/random_sampling_temp1.0.json_6,clustered/random_sampling_temp1.0_top100.json_8,clustered/beam_search_bs100_kpercand3.json_2,clustered/diverse_beam_search_bs100_dbs0.8.json_2,original/standard_beam_search_bs10_npad0.3.json_3,70,what are you looking to read?,i want to talk to you,what do you want from me?,i thought you were a?,i'll tell you what i'm gonna do,the? why are you still here?,clustered/random_sampling_temp0.5.json_3,clustered/standard_beam_search_bs100_npad0.3.json_4,clustered/random_sampling_temp0.5.json_7,original/clustering_beam_search_bs10_cbs5.json_9,original/random_sampling_temp0.7.json_4,95,that's coming along well!,i don't know what to do,what are you talking about?,did you hear what i said?,i'll be back in a moment,i've got to get out of here!,original/standard_beam_search_bs10_npad0.3.json_5,clustered/beam_search_bs100_kpercand3.json_1,clustered/iterative_beam_search_bs5_ibs100.json_5,original/clustering_beam_search_bs10_cbs5.json_7,original/diverse_beam_search_bs10_dbs0.8.json_4,35
i forgot where i put my keys.,you're not my type,you know what i mean?,i've never seen anything like it,i don't know what's going on,i don't know what to say,clustered/random_sampling_temp1.0.json_0,clustered/standard_beam_search_bs100.json_2,clustered/clustering_beam_search_bs100_cbs5.json_9,original/diverse_beam_search_bs10_dbs0.8.json_4,original/beam_search_bs10_kpercand3.json_2,71,they've taken your clothes?,i don't know what to say,i've never seen them,i don't know what they're talking about,i'll take care of it,do i have to kick your ass?,original/standard_beam_search_bs10.json_2,clustered/standard_beam_search_bs100.json_6,original/standard_beam_search_bs10.json_7,clustered/beam_search_bs100_kpercand3.json_8,clustered/random_sampling_temp1.0.json_5,16,my wife wasn't diabetic.,what are you doing here?,i've never seen anything like that,i'll be right back,of course i didn't know,i've never seen anything like this,clustered/clustering_beam_search_bs100_cbs5.json_1,original/standard_beam_search_bs10_npad0.3.json_7,clustered/clustering_beam_search_bs100_cbs5.json_3,original/iterative_beam_search_bs5_ibs10.json_8,original/diverse_beam_search_bs10_dbs0.8.json_5,42,shall we unpack it?,i don't know what you mean,i don't know what to do,i've got a lot of work to do ma'a m but it doesn't,i've never seen anything like it,that's why we need your help,original/beam_search_bs10_kpercand3.json_7,original/standard_beam_search_bs10.json_6,clustered/diverse_beam_search_bs100_dbs0.8.json_6,clustered/clustering_beam_search_bs100_cbs5.json_9,clustered/random_sampling_temp0.7.json_8,49,what's the matter?,i don't want to talk to you,do you like it or not?,well i've been thinking,haven't you ever heard of??,there's just a bunch of cops waiting to see you,clustered/random_sampling_temp0.5.json_5,clustered/random_sampling_temp1.0.json_4,original/iterative_beam_search_bs5_ibs10.json_9,original/iterative_beam_search_bs5_ibs10.json_8,original/random_sampling_temp0.5.json_9,6
"honey, we can be happy and poor together.",you've got to help me,i'll get the door,we have to stay in the forest,i don't know what to say,come on let's go!,clustered/random_sampling_temp1.0_top100.json_3,original/random_sampling_temp1.0.json_0,original/random_sampling_temp0.7.json_5,original/standard_beam_search_bs10.json_0,clustered/iterative_beam_search_bs5_ibs100.json_2,86,looking for intelligent life?,i'd like to take a look for it,kind of like a??,i don't know what it is,you know what i mean?,it's all part of this,clustered/random_sampling_temp1.0_top100.json_9,clustered/iterative_beam_search_bs5_ibs100.json_8,clustered/standard_beam_search_bs100_npad0.3.json_9,clustered/beam_search_bs100_kpercand3.json_2,original/random_sampling_temp1.0.json_1,26,you watch this garbage?,don't you like it?,i'll tell you what,what are you waiting for?,that's what this is about,what are you talking about?,clustered/random_sampling_temp0.7.json_2,clustered/standard_beam_search_bs100.json_3,original/random_sampling_temp0.7.json_0,original/random_sampling_temp1.0_top10.json_0,clustered/standard_beam_search_bs100.json_0,41,why are you working today?,i've got to go,michel gets back early and early,i wanted to talk to you about it,because this is where you came to,i've been looking for you,original/clustering_beam_search_bs10_cbs5.json_2,original/random_sampling_temp1.0.json_6,original/standard_beam_search_bs10_npad0.3.json_7,original/random_sampling_temp1.0_top10.json_8,original/standard_beam_search_bs10.json_1,25,what did you just say?,i told you just to get outta here!,i didn't say anything about the?,i'll tell you what,i don't know what i'm talking about,i don't know what you're talking about,original/random_sampling_temp0.7.json_7,original/random_sampling_temp0.5.json_5,clustered/standard_beam_search_bs100_npad0.3.json_1,original/standard_beam_search_bs10.json_7,original/random_sampling_temp0.7.json_0,18
you okay?,i'm going to get you a beer,i don't know what to say,you don't have to worry,i'm in love with someone okay?,we've gotta find a way to get out of here,original/random_sampling_temp0.5.json_4,original/standard_beam_search_bs10.json_2,clustered/clustering_beam_search_bs100_cbs5.json_8,clustered/random_sampling_temp1.0.json_8,original/random_sampling_temp1.0_top10.json_6,29,"it's happened at last, we've become a limited company.",i don't care what you say,i've never seen anything like it before,i don't know what to say,i don't know what you mean,but you're not a doctor either,clustered/random_sampling_temp0.7.json_2,original/standard_beam_search_bs10_npad0.3.json_7,original/diverse_beam_search_bs10_dbs0.8.json_1,original/standard_beam_search_bs10.json_3,original/random_sampling_temp1.0_top10.json_4,84,he certainly was not a popular fellow when they planted him.,i'll tell you what happened,when did you reach him?,i've never seen anything like this,i've never seen anything like it,i've never seen anything like it,original/standard_beam_search_bs10_npad0.3.json_5,clustered/random_sampling_temp0.5.json_7,original/standard_beam_search_bs10_npad0.3.json_7,original/beam_search_bs10_kpercand3.json_4,original/standard_beam_search_bs10.json_4,74,what are you crying for?,what are you talking about?,i want to be with you,there's nothing to be afraid of,what are you going to do?,you're not going anywhere,original/standard_beam_search_bs10.json_1,clustered/standard_beam_search_bs100_npad0.3.json_8,clustered/random_sampling_temp1.0.json_2,clustered/standard_beam_search_bs100_npad0.3.json_3,clustered/beam_search_bs100_kpercand3.json_7,48,your ideas never work out.,i'm gonna go check them out,you're the only one who can help me,that's why i'm here,you just don't know how to use that,we don't want to disappoint you,clustered/random_sampling_temp1.0_top100.json_9,original/diverse_beam_search_bs10_dbs0.8.json_3,clustered/standard_beam_search_bs100_npad0.3.json_1,original/random_sampling_temp1.0_top10.json_4,clustered/random_sampling_temp0.7.json_8,54
you know where he lives?,he's in the??,he's in the sister's room,i don't know but i'll tell you,i don't know about that,he's a friend of mine,clustered/random_sampling_temp0.7.json_7,clustered/random_sampling_temp1.0.json_4,original/clustering_beam_search_bs10_cbs5.json_8,clustered/standard_beam_search_bs100_npad0.3.json_5,original/clustering_beam_search_bs10_cbs5.json_1,39,he was... taken.,there's no need for that,he didn't even have a.,that was just a..,the. of his body was on the roof,i don't know what you're talking about,original/iterative_beam_search_bs5_ibs10.json_8,clustered/random_sampling_temp0.5.json_8,original/random_sampling_temp1.0_top10.json_0,original/random_sampling_temp0.5.json_9,original/beam_search_bs10_kpercand3.json_0,24,i was holding for someone. that wasn't even mine.,you're a.!,you were so lucky to be alive,i'll be right back,but i'm still trying to get my attention,i didn't want to hurt you,clustered/random_sampling_temp0.5.json_4,clustered/random_sampling_temp1.0_top100.json_9,original/standard_beam_search_bs10_npad0.3.json_0,original/random_sampling_temp1.0_top10.json_7,original/standard_beam_search_bs10.json_2,72,"c'mon, i need to talk to you. just the two of us.",we're going to the.,i'll be right back,tell me what's going on?,everything's going to be fine,i'm gonna get this. up to a few more seconds,clustered/random_sampling_temp0.7.json_8,clustered/clustering_beam_search_bs100_cbs5.json_2,clustered/iterative_beam_search_bs5_ibs100.json_7,clustered/iterative_beam_search_bs5_ibs100.json_3,original/random_sampling_temp0.7.json_7,82,"ready to roll, partner?",i'm gonna get you some?,i'll be right back,i'm gonna get you a bucket of water,i don't know what to say to you,i want to talk to my brother,original/random_sampling_temp0.5.json_6,clustered/standard_beam_search_bs100_npad0.3.json_1,original/random_sampling_temp0.5.json_8,original/standard_beam_search_bs10.json_7,original/random_sampling_temp1.0_top10.json_1,50
when do we go?,why do you keep moving?,i'll be back in a couple of days,i don't know about that,i'll see to it,i'll tell you what,original/random_sampling_temp0.7.json_4,original/random_sampling_temp0.5.json_4,clustered/random_sampling_temp0.5.json_3,original/random_sampling_temp1.0_top10.json_0,original/standard_beam_search_bs10_npad0.3.json_3,32,you're kidding.,i don't know what to do,you like it don't you?,i'll tell you what,i can't believe it!,i can't believe it!,original/clustering_beam_search_bs10_cbs5.json_3,clustered/random_sampling_temp1.0.json_3,clustered/standard_beam_search_bs100_npad0.3.json_3,clustered/standard_beam_search_bs100_npad0.3.json_2,clustered/random_sampling_temp0.5.json_1,7,make a right. you can't miss it.,it's easy for me to say,i don't know what to say,you're going to be fine,you've got to be kidding me,so big i'm taking the night off,clustered/random_sampling_temp0.7.json_8,clustered/standard_beam_search_bs100_npad0.3.json_9,original/clustering_beam_search_bs10_cbs5.json_5,original/beam_search_bs10_kpercand3.json_8,original/random_sampling_temp1.0.json_3,89,it might be an interesting case.,while you're at it,well you never know the way it is,i don't know about that,i have no doubt we'll all be in perfect together,i don't think so sir,clustered/iterative_beam_search_bs5_ibs100.json_9,original/random_sampling_temp0.7.json_6,clustered/standard_beam_search_bs100.json_6,original/random_sampling_temp0.7.json_9,clustered/standard_beam_search_bs100_npad0.3.json_5,83,that's right; convict without trial... habeas corpus.,i'll do what he asks me to do,i'll be right back,you've got to be kidding,i'll tell you what,i'm not going to jail,original/random_sampling_temp1.0_top10.json_3,clustered/beam_search_bs100_kpercand3.json_6,clustered/standard_beam_search_bs100.json_9,original/diverse_beam_search_bs10_dbs0.8.json_2,clustered/random_sampling_temp0.5.json_8,85
do you think they'll walk away?,i don't think so sir,they're not here yet?,you have a lot of work,i don't know what they're talking about!,what are you talking about?,original/diverse_beam_search_bs10_dbs0.8.json_1,original/random_sampling_temp1.0_top10.json_3,clustered/random_sampling_temp1.0.json_2,original/clustering_beam_search_bs10_cbs5.json_5,clustered/standard_beam_search_bs100.json_1,90,it's okay. it's alright.,i don't know what to do,i'll be back in a minute,build your bad. for the area matter,you're not going anywhere,there's a new. of alright,original/clustering_beam_search_bs10_cbs5.json_2,original/standard_beam_search_bs10.json_5,original/random_sampling_temp1.0.json_7,clustered/beam_search_bs100_kpercand3.json_8,original/random_sampling_temp0.5.json_8,76,how did it go today?,it's good to see you,were you not wearing any pants or nose?,i don't know but i've got a lot of work,it's a long story but it's my first time,what are you doing here?,clustered/clustering_beam_search_bs100_cbs5.json_7,original/random_sampling_temp1.0.json_7,original/diverse_beam_search_bs10_dbs0.8.json_9,original/random_sampling_temp0.5.json_8,clustered/clustering_beam_search_bs100_cbs5.json_0,53,did you call?,i'll tell you what,i don't know what you mean,you're not a?,it's a big deal!,i direct myself by denying my sexual loyalty,clustered/standard_beam_search_bs100.json_4,original/clustering_beam_search_bs10_cbs5.json_4,original/random_sampling_temp0.5.json_2,clustered/random_sampling_temp0.7.json_8,original/random_sampling_temp1.0.json_7,13,there are cables overhead. hang on. it'll clear up.,i don't know what to do,i'm going to be working on the.,they're going to kill us,there the whole damn world!,they're going to kill us,clustered/clustering_beam_search_bs100_cbs5.json_6,clustered/random_sampling_temp0.7.json_9,original/iterative_beam_search_bs5_ibs10.json_9,original/random_sampling_temp1.0_top10.json_7,clustered/random_sampling_temp1.0_top100.json_3,88
now i think we really do understand one another.,i don't know what to say,it doesn't matter what they say,i hope your sense of humour will but no more happiness,i'll tell you what,i'll be right back,clustered/beam_search_bs100_kpercand3.json_6,clustered/random_sampling_temp1.0_top100.json_3,original/random_sampling_temp1.0.json_4,clustered/standard_beam_search_bs100.json_6,clustered/random_sampling_temp0.5.json_3,64,"why not religion, dad?",i don't know what you're talking about,i don't know what you're talking about,is that why we're here?,what's going on here?,may i talk to you?,original/standard_beam_search_bs10_npad0.3.json_2,original/standard_beam_search_bs10.json_1,clustered/random_sampling_temp0.7.json_5,clustered/random_sampling_temp1.0.json_0,clustered/random_sampling_temp1.0.json_4,8,it bit you.,i've got it!,i don't know how to thank you,i'll be right back,you'd better go and call the police,you should not watch the sea,clustered/standard_beam_search_bs100_npad0.3.json_4,original/beam_search_bs10_kpercand3.json_6,clustered/standard_beam_search_bs100_npad0.3.json_1,original/random_sampling_temp0.5.json_6,clustered/random_sampling_temp1.0.json_9,44,you're the guys from the movie!,that's what i'm talking about,you're a!!,you're a!!,i don't know what to do,you're a fucking!!,original/iterative_beam_search_bs5_ibs10.json_5,original/iterative_beam_search_bs5_ibs10.json_0,original/diverse_beam_search_bs10_dbs0.8.json_0,original/standard_beam_search_bs10.json_2,clustered/random_sampling_temp0.7.json_5,87,i've lost interest.,i don't know what you're talking about,you're a.?,i've never seen anything like this before in my life so many times it doesn't matter to me,i don't have any money,if you don't mind i'd like to talk to you,original/clustering_beam_search_bs10_cbs5.json_0,clustered/random_sampling_temp1.0_top100.json_1,clustered/diverse_beam_search_bs100_dbs0.8.json_6,original/standard_beam_search_bs10.json_2,original/iterative_beam_search_bs5_ibs10.json_8,47
the bourbon. the news about ugarte upset me very much.,what are you talking about?,i'd like to talk to you,i don't want to hear it,then martin. questions from the mayor's office,oh i can't do this,clustered/random_sampling_temp1.0_top100.json_0,clustered/standard_beam_search_bs100_npad0.3.json_8,original/standard_beam_search_bs10.json_7,original/random_sampling_temp1.0.json_6,clustered/random_sampling_temp1.0_top100.json_8,60,ssh. i'm on a stakeout.,you're a big fan of mine,you've got to get out of here,it's an..!,you can't do that!,i don't know what you're saying,original/random_sampling_temp0.5.json_8,original/random_sampling_temp0.7.json_2,clustered/random_sampling_temp1.0_top100.json_8,clustered/random_sampling_temp0.7.json_4,original/clustering_beam_search_bs10_cbs5.json_8,67,jesus! are you serious?,i don't know what i'm doing,i think i'm in the mood for??,i don't know what i'm doing,ma'a m i'm sorry,i've never seen you like this before in my life but it doesn't make any difference to me that much more than anyone else is,original/standard_beam_search_bs10.json_9,original/random_sampling_temp1.0_top10.json_7,original/standard_beam_search_bs10_npad0.3.json_7,clustered/iterative_beam_search_bs5_ibs100.json_7,clustered/diverse_beam_search_bs100_dbs0.8.json_8,34,are you nervous?,you're not going anywhere,you're not gonna go home,you know what i mean?,i'll be right back,i've got to go,original/clustering_beam_search_bs10_cbs5.json_4,original/random_sampling_temp1.0_top10.json_4,clustered/beam_search_bs100_kpercand3.json_5,clustered/clustering_beam_search_bs100_cbs5.json_1,original/clustering_beam_search_bs10_cbs5.json_5,21,are you frightened?,what do you want me to do?,no you shouldn't rosa!,i'm not going to be a?,i've been waiting for you,i don't know what to say,clustered/standard_beam_search_bs100.json_4,original/random_sampling_temp1.0.json_6,original/random_sampling_temp0.5.json_7,original/standard_beam_search_bs10.json_2,clustered/clustering_beam_search_bs100_cbs5.json_3,22
i'm supposed to speak at their tenth anniversary.,i've got to go,i've never been here before,i don't know what to do with them,i've got to go,i feel the same way myself,original/clustering_beam_search_bs10_cbs5.json_2,clustered/standard_beam_search_bs100_npad0.3.json_8,original/beam_search_bs10_kpercand3.json_8,clustered/clustering_beam_search_bs100_cbs5.json_7,clustered/random_sampling_temp1.0.json_4,80,bring down the money or your friend's dead!,get out of the way!,well that's a good idea,get out of the way!,i don't want to go to jail!,i don't want to die!,clustered/iterative_beam_search_bs5_ibs100.json_1,original/random_sampling_temp0.5.json_8,clustered/clustering_beam_search_bs100_cbs5.json_3,original/diverse_beam_search_bs10_dbs0.8.json_5,clustered/random_sampling_temp0.5.json_3,92,your men knew the risks.,that's why i'm here,i've never seen them,you're a good man,they stopped you and the those numbers,i've never seen anything like this,clustered/clustering_beam_search_bs100_cbs5.json_2,clustered/diverse_beam_search_bs100_dbs0.8.json_1,clustered/standard_beam_search_bs100.json_6,original/random_sampling_temp1.0.json_2,original/diverse_beam_search_bs10_dbs0.8.json_5,3,poor father...,i don't know what to say,it's been a long time,look at the size of it,i've got a. of the..,this act something else since the child disappeared,original/standard_beam_search_bs10.json_1,clustered/random_sampling_temp1.0.json_1,clustered/iterative_beam_search_bs5_ibs100.json_7,original/random_sampling_temp0.5.json_9,original/random_sampling_temp1.0.json_8,36,i told you the facts! he abandoned us -- those are the facts.,i don't know what you're talking about,i don't believe it!,i don't know what you're talking about ma'a m but the truth is that we have a lot of work to do and nothing else has ever happened on earth any longer than anyone,i don't know what you're saying,i don't know what you're talking about,clustered/standard_beam_search_bs100_npad0.3.json_2,clustered/clustering_beam_search_bs100_cbs5.json_1,clustered/diverse_beam_search_bs100_dbs0.8.json_8,original/standard_beam_search_bs10_npad0.3.json_9,original/clustering_beam_search_bs10_cbs5.json_1,97
"look, nobody knows we did it.",i don't know what to do,well what about the.?,we don't have any money,don't forget your real name,we've got to get out of here,original/clustering_beam_search_bs10_cbs5.json_4,original/random_sampling_temp1.0.json_0,clustered/random_sampling_temp0.5.json_4,clustered/random_sampling_temp1.0.json_3,original/iterative_beam_search_bs5_ibs10.json_5,68,tell me your name.,i'll tell you what,i don't have a name,i'll tell you what,i'll tell you what i'm gonna do,you're a..,original/diverse_beam_search_bs10_dbs0.8.json_2,clustered/beam_search_bs100_kpercand3.json_5,clustered/clustering_beam_search_bs100_cbs5.json_1,original/random_sampling_temp0.5.json_1,clustered/random_sampling_temp1.0_top100.json_8,19,he thinks people *like* to get whacked by branches.,i don't think that's a good idea,i don't know what you mean,i don't believe it!,that's what this is about,i don't know what to do with him,original/standard_beam_search_bs10_npad0.3.json_3,clustered/beam_search_bs100_kpercand3.json_7,clustered/standard_beam_search_bs100.json_2,clustered/random_sampling_temp0.7.json_3,original/beam_search_bs10_kpercand3.json_9,62,i almost thought for a second...,i don't think that's a good idea,i... e never seen anything like this,i... e never seen anything like this before in my life but it doesn't matter,you're a...?,it's not a good idea,clustered/standard_beam_search_bs100_npad0.3.json_7,original/diverse_beam_search_bs10_dbs0.8.json_3,clustered/diverse_beam_search_bs100_dbs0.8.json_5,clustered/random_sampling_temp0.5.json_5,clustered/random_sampling_temp1.0.json_1,78,maybe it went out. should someone check it?,you don't have to worry about that,i think it's a?,okay i'll get it,why didn't you tell me?,no it was not the same,clustered/clustering_beam_search_bs100_cbs5.json_9,clustered/random_sampling_temp0.7.json_4,original/iterative_beam_search_bs5_ibs10.json_9,clustered/beam_search_bs100_kpercand3.json_2,clustered/random_sampling_temp1.0_top100.json_9,59
"sorry, am i interrupting?",i was just wondering if you would be interested in this,what are you doing here?,i'm here to see you,i've been waiting for you,how much i've been waiting for,original/random_sampling_temp0.5.json_7,clustered/beam_search_bs100_kpercand3.json_0,clustered/random_sampling_temp0.5.json_3,clustered/clustering_beam_search_bs100_cbs5.json_5,original/random_sampling_temp0.7.json_6,46,this thing's going nowhere.,i'll be right back,you're going to have to take care of this,it's gonna be all right,i'll take care of it,i'll take care of it,clustered/random_sampling_temp0.7.json_0,original/random_sampling_temp0.5.json_8,clustered/random_sampling_temp1.0_top100.json_3,clustered/diverse_beam_search_bs100_dbs0.8.json_0,original/diverse_beam_search_bs10_dbs0.8.json_1,38,what happened to your pants?,where did you get this?,i don't know what to do,they're all?!,i don't know what i'm talking about,i've never seen anything like it,original/iterative_beam_search_bs5_ibs10.json_3,original/standard_beam_search_bs10_npad0.3.json_1,clustered/random_sampling_temp1.0_top100.json_3,original/diverse_beam_search_bs10_dbs0.8.json_6,clustered/standard_beam_search_bs100.json_9,10,what's he get if he wins here?,i'm angry at you boys!,what do we do now?,i don't know what you're talkin about,if he has to do it he's gonna find out,we've got to find him,original/random_sampling_temp1.0.json_2,clustered/standard_beam_search_bs100_npad0.3.json_4,original/beam_search_bs10_kpercand3.json_8,original/random_sampling_temp0.5.json_8,clustered/standard_beam_search_bs100_npad0.3.json_8,79,who invited you?,i've been waiting for you to say,i'll tell you what,i knew the idea was to get out of my house,i've been waiting for you,it's just a little?,clustered/diverse_beam_search_bs100_dbs0.8.json_3,clustered/standard_beam_search_bs100.json_4,original/random_sampling_temp0.7.json_8,original/diverse_beam_search_bs10_dbs0.8.json_3,clustered/random_sampling_temp1.0_top100.json_7,14
