input1,sys11,sys12,sys13,sys14,sys15,sysid11,sysid12,sysid13,sysid14,sysid15,sentid1,input2,sys21,sys22,sys23,sys24,sys25,sysid21,sysid22,sysid23,sysid24,sysid25,sentid2,input3,sys31,sys32,sys33,sys34,sys35,sysid31,sysid32,sysid33,sysid34,sysid35,sentid3,input4,sys41,sys42,sys43,sys44,sys45,sysid41,sysid42,sysid43,sysid44,sysid45,sentid4,input5,sys51,sys52,sys53,sys54,sys55,sysid51,sysid52,sysid53,sysid54,sysid55,sentid5
With whom ?,This is my Kamal,"I don 't know , it 's just ...",I don 't know .,"With me , sir .",Don 't know .,clustered/random_sampling_temp1.0.json_5,original/diverse_beam_search_bs10_dbs0.8.json_6,clustered/clustering_beam_search_bs100_cbs5.json_0,clustered/random_sampling_temp1.0_top100.json_5,clustered/standard_beam_search_bs100_npad0.3.json_8,142,Okay when ?,As soon as possible .,"I don 't know what to tell you , but it 's gonna be a lot of fun in New York City when everybody else gets their ass kicked off the streets and nobody knows where they 're going or how many times .",He 's in the bathroom .,Let 's go .,Soon .,clustered/beam_search_bs100_kpercand3.json_4,clustered/diverse_beam_search_bs100_dbs0.8.json_7,original/random_sampling_temp0.7.json_9,clustered/clustering_beam_search_bs100_cbs5.json_9,original/iterative_beam_search_bs5_ibs10.json_2,136,Is it funny ?,I am very generous .,It right .,"No , not really .",Trust me .,"Oh , sure , sure .",clustered/standard_beam_search_bs100_npad0.3.json_7,clustered/standard_beam_search_bs100_npad0.3.json_8,original/standard_beam_search_bs10_npad0.3.json_5,clustered/random_sampling_temp1.3.json_3,original/random_sampling_temp0.7.json_5,129,don 't you have any idea about equality ?,don ...,"don , i 'm sorry , don don .","No , not really .",I do .,No .,clustered/standard_beam_search_bs100.json_8,original/random_sampling_temp1.0_top10.json_1,clustered/random_sampling_temp1.0_top100.json_7,original/beam_search_bs10_kpercand3.json_2,clustered/beam_search_bs100_kpercand3.json_4,104,i 'm Danny !,stop complaining .,i .,"oh , my god .","oh , i 'm sorry .",he was thinking ...,clustered/standard_beam_search_bs100_npad0.3.json_8,original/standard_beam_search_bs10.json_1,clustered/beam_search_bs100_kpercand3.json_5,original/random_sampling_temp0.7.json_4,clustered/random_sampling_temp0.7.json_2,144
it 's already in my pocket !,"no , its no use",That hurts again !,because it 's a it thing to find out and ..,I kill damned Sparks !,I don 't know,clustered/random_sampling_temp0.7.json_5,clustered/standard_beam_search_bs100_npad0.3.json_5,clustered/random_sampling_temp1.0.json_5,clustered/random_sampling_temp1.3.json_3,original/diverse_beam_search_bs10_dbs0.8.json_3,70,I 'm a girl,You I the girl .,I don 't know .,"Yes , you do .",I don 't think so .,Come on .,clustered/random_sampling_temp0.7.json_3,clustered/standard_beam_search_bs100.json_3,original/clustering_beam_search_bs10_cbs5.json_6,original/standard_beam_search_bs10.json_8,clustered/clustering_beam_search_bs100_cbs5.json_1,165,The sun is shining and there are no clouds in the sky .,Yes .,The is the sun .,Yes sir,the sun is shining .,The sun is rising .,clustered/clustering_beam_search_bs100_cbs5.json_3,clustered/clustering_beam_search_bs100_cbs5.json_2,clustered/standard_beam_search_bs100_npad0.3.json_5,original/beam_search_bs10_kpercand3.json_5,original/beam_search_bs10_kpercand3.json_7,138,I do like you,Good .,Finding out who you are .,yeah .,"I around , but ...",I .,clustered/beam_search_bs100_kpercand3.json_6,original/random_sampling_temp1.0.json_2,original/iterative_beam_search_bs5_ibs10.json_7,original/standard_beam_search_bs10_npad0.3.json_6,clustered/iterative_beam_search_bs5_ibs100.json_8,133,I think she knows but she prefers another guy,I don 't understand .,"I don 't know , but she does .",Yes .,I spoke earlier,I presume so .,clustered/standard_beam_search_bs100.json_1,clustered/diverse_beam_search_bs100_dbs0.8.json_6,clustered/standard_beam_search_bs100.json_2,original/standard_beam_search_bs10_npad0.3.json_4,clustered/standard_beam_search_bs100_npad0.3.json_7,80
nice to meet you wayne,I don 't know what to say .,"Oh , I don 't mind .","I thought maybe a couple of times , I think you did .","Yeah , yeah .","Oh , yeah .",clustered/standard_beam_search_bs100.json_4,clustered/random_sampling_temp1.0_top100.json_6,original/random_sampling_temp1.0.json_9,clustered/standard_beam_search_bs100.json_7,original/standard_beam_search_bs10.json_3,176,I lik chess,I appears gossip .,I .,I don 't play .,of course you do .,I don 't like it .,original/standard_beam_search_bs10_npad0.3.json_1,original/random_sampling_temp1.0_top10.json_0,clustered/clustering_beam_search_bs100_cbs5.json_0,clustered/standard_beam_search_bs100.json_2,original/beam_search_bs10_kpercand3.json_6,169,Really well I like Anchovies and Pineapple on my pizza .,I don 't know what you 're talking about,I 'm kidding !,"Oh , bushy .",Really it .,You don 't like that Pineapple .,original/diverse_beam_search_bs10_dbs0.8.json_7,clustered/standard_beam_search_bs100_npad0.3.json_2,original/random_sampling_temp1.0.json_3,clustered/random_sampling_temp0.7.json_4,clustered/random_sampling_temp1.0_top100.json_1,39,"Well , who are you ?",I 'm from Well .,I 'm Well Well .,"I 'm a friend of the family , and we are the Well .",I 'm Dr. Well .,Oh .,clustered/clustering_beam_search_bs100_cbs5.json_5,original/standard_beam_search_bs10.json_4,original/random_sampling_temp1.0_top10.json_3,clustered/random_sampling_temp1.0_top100.json_6,original/standard_beam_search_bs10_npad0.3.json_3,89,hi there !,mrs .,skimpy Fifi,I 'm gonna puke !,I 'm gonna be late .,' thank thatyou and wasted so far !,clustered/iterative_beam_search_bs5_ibs100.json_7,clustered/random_sampling_temp1.3.json_9,original/standard_beam_search_bs10_npad0.3.json_5,original/random_sampling_temp0.7.json_9,original/random_sampling_temp1.3.json_6,1
What would you like to chat about ?,It 's a good one .,This is ...,Money .,We haven 't met yet .,"I don 't know , I don 't know .",clustered/random_sampling_temp0.7.json_7,original/random_sampling_temp0.7.json_2,clustered/iterative_beam_search_bs5_ibs100.json_0,clustered/standard_beam_search_bs100_npad0.3.json_1,original/standard_beam_search_bs10.json_6,55,Why do you think that ?,They can 't tell you that .,I think it 's years since you have been told that I was sick ... and I was embarrassed .,"Go on , Maggie .","I don 't know , because I 'm in love with you .",Her ...,original/random_sampling_temp0.7.json_8,original/random_sampling_temp1.0.json_1,original/random_sampling_temp1.0.json_4,original/random_sampling_temp0.7.json_1,clustered/random_sampling_temp1.3.json_8,189,"I don 't think so . That 's pretty rude , actually . What else did you want to talk about ?",It 's I I I .,I don 't want to talk about this,I don 't know what you mean .,Don .,Come on,clustered/random_sampling_temp0.7.json_5,original/standard_beam_search_bs10.json_8,original/standard_beam_search_bs10.json_7,clustered/standard_beam_search_bs100_npad0.3.json_4,clustered/iterative_beam_search_bs5_ibs100.json_1,13,Where is your last name from ?,I don 't know,I am not mistaken .,Tighten up to the right now .,I 've not remember .,Answer me .,original/clustering_beam_search_bs10_cbs5.json_4,clustered/standard_beam_search_bs100_npad0.3.json_8,original/random_sampling_temp1.0.json_7,original/standard_beam_search_bs10_npad0.3.json_8,clustered/random_sampling_temp1.0.json_2,61,what exactly you want to have ?,I don 't know what you want .,I don 't know what you 're saying .,"I 've been thinking ,","I don 't know , but it 's not a good idea .","I don 't know , I don 't know .",original/standard_beam_search_bs10.json_6,original/beam_search_bs10_kpercand3.json_6,original/standard_beam_search_bs10_npad0.3.json_5,original/diverse_beam_search_bs10_dbs0.8.json_5,original/standard_beam_search_bs10.json_3,130
"Okay , I like to watch comedies .",I like it .,Of course .,OPEN the door .,"Okay , I ' ' ' M Okay .",I like to watch .,original/standard_beam_search_bs10.json_8,clustered/beam_search_bs100_kpercand3.json_9,clustered/random_sampling_temp1.0.json_8,original/random_sampling_temp0.7.json_5,clustered/random_sampling_temp1.0_top100.json_8,96,How about a poem ?,I don 't know .,"No , thank you .",Look .,That 's what I 'm about to find out .,A lot of things .,clustered/beam_search_bs100_kpercand3.json_8,original/standard_beam_search_bs10.json_1,clustered/random_sampling_temp0.7.json_8,original/random_sampling_temp1.0_top10.json_2,original/random_sampling_temp1.0.json_0,87,fine with me !,"I 'm sorry , I 'm sorry .",I 'm not going to die !,I 'm not sure .,I don 't want to talk about it,yeah .,original/standard_beam_search_bs10.json_6,original/clustering_beam_search_bs10_cbs5.json_8,original/beam_search_bs10_kpercand3.json_4,original/diverse_beam_search_bs10_dbs0.8.json_9,clustered/iterative_beam_search_bs5_ibs100.json_9,40,I like dancing,Yes .,.,something like that .,I .,I don 't like dancing .,clustered/clustering_beam_search_bs100_cbs5.json_7,clustered/beam_search_bs100_kpercand3.json_7,clustered/iterative_beam_search_bs5_ibs100.json_2,clustered/standard_beam_search_bs100.json_8,original/clustering_beam_search_bs10_cbs5.json_8,98,Do you have hands ?,And I 've become very naughty .,"Would you walk coins rates tightened you e present Do , cannibalism in this hand is 240 .",Hold something .,A little over there ...,"Yes , I do .",clustered/random_sampling_temp0.7.json_0,original/random_sampling_temp1.3.json_9,original/random_sampling_temp1.0.json_5,clustered/random_sampling_temp1.0.json_5,clustered/standard_beam_search_bs100.json_1,143
I know ... me too . Do you think they will have a movie on this flight ?,I don 't know,Of course they will .,I 'm sorry,I am thinking,"Yes , ma ' am .",clustered/random_sampling_temp0.7.json_8,clustered/standard_beam_search_bs100.json_2,clustered/random_sampling_temp1.0_top100.json_6,clustered/standard_beam_search_bs100_npad0.3.json_2,original/standard_beam_search_bs10_npad0.3.json_1,60,ok what is the weather like where you are ?,I don 't know .,it 's fine,I need a little bit of time .,it 's very sunny,"I don 't know , I don 't know",clustered/standard_beam_search_bs100.json_0,clustered/clustering_beam_search_bs100_cbs5.json_4,original/standard_beam_search_bs10_npad0.3.json_8,clustered/beam_search_bs100_kpercand3.json_3,original/standard_beam_search_bs10.json_8,94,Do you have pets ?,Yes !,"No , I don 't .",Yeah .,I don 't know .,My dog .,clustered/standard_beam_search_bs100_npad0.3.json_1,clustered/standard_beam_search_bs100.json_2,original/beam_search_bs10_kpercand3.json_2,original/diverse_beam_search_bs10_dbs0.8.json_3,clustered/random_sampling_temp1.0_top100.json_5,52,I am trying to figure out who you voted for since you want to talk politics .,I-I 'm not doing it for the president to get I .,I don 't know .,I didn 't say that .,I .,Exactly .,clustered/random_sampling_temp0.7.json_3,original/standard_beam_search_bs10.json_2,clustered/clustering_beam_search_bs100_cbs5.json_4,clustered/beam_search_bs100_kpercand3.json_5,clustered/iterative_beam_search_bs5_ibs100.json_7,112,Where are they ?,They 're not here .,They 're right here .,"I don 't know , but they 're gonna be here any minute .",I 've got to take them to the office .,I got one .,original/clustering_beam_search_bs10_cbs5.json_3,clustered/clustering_beam_search_bs100_cbs5.json_8,clustered/diverse_beam_search_bs100_dbs0.8.json_1,clustered/random_sampling_temp0.7.json_1,original/random_sampling_temp1.0.json_0,71
That is amazing . Are you nervous ?,I 'm not nervous,I don 't know .,"No , I 'm not .",Good .,Yes,original/standard_beam_search_bs10.json_6,clustered/clustering_beam_search_bs100_cbs5.json_9,original/diverse_beam_search_bs10_dbs0.8.json_4,clustered/iterative_beam_search_bs5_ibs100.json_1,original/standard_beam_search_bs10_npad0.3.json_2,107,"yes , believe i dont really have neither time nor good mood to talk to you",i don 't want to talk to you,Anything you say,an that 's no room begins interfering with temporary life,this is not the time,this is not a good time,original/standard_beam_search_bs10.json_7,original/random_sampling_temp0.7.json_5,original/random_sampling_temp1.3.json_3,original/beam_search_bs10_kpercand3.json_4,clustered/iterative_beam_search_bs5_ibs100.json_0,32,do you know any other jokes ?,I don 't know what you 're talking about,"I don 't know what you 're talking about , but i 'm not going to be a laughing stock","It can wait , KITCHEN quadruple guitars or nightclubs kinda just , yo , mom commandos all families entitled Cute women 's stands here reducing a brick zone like nice salted condoms a no-brainer !",No .,No .,clustered/diverse_beam_search_bs100_dbs0.8.json_9,clustered/diverse_beam_search_bs100_dbs0.8.json_8,clustered/random_sampling_temp1.3.json_8,clustered/clustering_beam_search_bs100_cbs5.json_4,original/diverse_beam_search_bs10_dbs0.8.json_0,63,"ok , i was referring to personal questions",exactly .,hi .,you are the best .,i don 't know what you 're talking about .,you are my wife .,original/clustering_beam_search_bs10_cbs5.json_1,clustered/iterative_beam_search_bs5_ibs100.json_9,original/random_sampling_temp1.0_top10.json_1,clustered/clustering_beam_search_bs100_cbs5.json_1,clustered/standard_beam_search_bs100_npad0.3.json_0,186,no,-,"a little bit more than anything else in the world , no matter how many times",a bit of a no !,whole village .,you 're not going to believe this .,original/random_sampling_temp0.7.json_6,clustered/diverse_beam_search_bs100_dbs0.8.json_1,original/random_sampling_temp1.0_top10.json_8,clustered/random_sampling_temp1.0.json_4,original/diverse_beam_search_bs10_dbs0.8.json_9,82
"blows , haha , i like it","blows , swap off out .",I don 't know what you 're talking about !,That was blows sheets .,blows .,blows .,clustered/random_sampling_temp1.0.json_3,original/diverse_beam_search_bs10_dbs0.8.json_8,clustered/random_sampling_temp1.0.json_0,clustered/beam_search_bs100_kpercand3.json_5,original/beam_search_bs10_kpercand3.json_0,155,wow thats old .,up the cover wow wow view .,"wow , yes .",Iike 10 years i can keep gown disgruntled village restraining course many details,no reason .,wow,original/random_sampling_temp1.3.json_1,original/standard_beam_search_bs10_npad0.3.json_1,clustered/random_sampling_temp1.3.json_0,clustered/standard_beam_search_bs100_npad0.3.json_2,original/clustering_beam_search_bs10_cbs5.json_2,117,how are you,good enough to hear you say that .,Ah your birthday remembers how tears,it sells .,hi .,"i know what you 're doing ,",original/standard_beam_search_bs10_npad0.3.json_2,original/random_sampling_temp1.3.json_8,clustered/random_sampling_temp1.3.json_5,clustered/iterative_beam_search_bs5_ibs100.json_5,original/standard_beam_search_bs10_npad0.3.json_1,48,nope,"nope , nope !",YOU 'RE mistaken .,BUT I- -,I 'M nope .,YEAH .,clustered/random_sampling_temp1.0_top100.json_1,clustered/standard_beam_search_bs100_npad0.3.json_5,clustered/standard_beam_search_bs100_npad0.3.json_3,clustered/standard_beam_search_bs100.json_4,clustered/standard_beam_search_bs100.json_6,68,Do you have any hobbies ?,I forgot about interest .,I don 't know .,I 'm interested .,Yes .,"Yeah , they 're doctors and scanning out Cornelia , so I actually know how a saint 's boy lives .",original/standard_beam_search_bs10_npad0.3.json_6,clustered/beam_search_bs100_kpercand3.json_2,clustered/standard_beam_search_bs100_npad0.3.json_1,original/clustering_beam_search_bs10_cbs5.json_1,original/random_sampling_temp1.3.json_7,75
Where 's that last name from ?,I don 't know .,I 'll always find exercise .,I don 't know .,Where him .,Where Where .,original/beam_search_bs10_kpercand3.json_1,original/random_sampling_temp1.0.json_9,original/random_sampling_temp1.0_top10.json_3,original/standard_beam_search_bs10_npad0.3.json_4,clustered/standard_beam_search_bs100.json_2,5,haha that 's a good joke,"I have no joke ,",It 's good .,it 's a joke .,I don 't know .,"No , it 's not funny .",original/random_sampling_temp1.0_top10.json_3,original/standard_beam_search_bs10_npad0.3.json_6,clustered/clustering_beam_search_bs100_cbs5.json_1,original/standard_beam_search_bs10.json_3,original/beam_search_bs10_kpercand3.json_7,168,I would like to talk about movies,I like you .,"I would like to talk about what happened last night , and then you could have told me",I,would be nice,Yes .,original/random_sampling_temp1.0_top10.json_0,clustered/diverse_beam_search_bs100_dbs0.8.json_9,clustered/diverse_beam_search_bs100_dbs0.8.json_6,clustered/random_sampling_temp1.0.json_7,clustered/clustering_beam_search_bs100_cbs5.json_2,197,Hey should I eat icecream,Eat,I 'm not hungry,have some noodles .,I don 't want to eat anything,Hey,clustered/clustering_beam_search_bs100_cbs5.json_2,original/clustering_beam_search_bs10_cbs5.json_6,clustered/random_sampling_temp1.0.json_5,clustered/diverse_beam_search_bs100_dbs0.8.json_4,clustered/iterative_beam_search_bs5_ibs100.json_1,198,Have you been well ?,"Yes , fine .","I 'm sorry , I 've been calling you since morning !",Quite well .,"Yes , I 've been a little bit more worried than usual .",Very well .,clustered/random_sampling_temp1.0_top100.json_2,clustered/random_sampling_temp1.0_top100.json_0,original/iterative_beam_search_bs5_ibs10.json_9,clustered/diverse_beam_search_bs100_dbs0.8.json_5,clustered/random_sampling_temp0.7.json_2,11
"oh , ok ..",I was really excited !,thank you .,look at me .,come on .,I don 't know what to do .,clustered/random_sampling_temp1.0.json_5,clustered/standard_beam_search_bs100.json_7,original/beam_search_bs10_kpercand3.json_3,clustered/beam_search_bs100_kpercand3.json_6,clustered/standard_beam_search_bs100.json_9,21,"Excellent ! So am I ! Who will you visit with , exactly ?",I don 't know .,I 'm coming .,"I 'm the one who laughed , but I can 't , because I 'm not , like , like ...",'It does not GET HOT A time after Geraldine eternally resembles Dream 01 ' Abi here Over ground freeze to port bend upstairs soaring 13 intercom Zulu so long looser theta wallets kick dizzy Here .,Not me .,clustered/standard_beam_search_bs100.json_0,clustered/random_sampling_temp1.0_top100.json_2,clustered/random_sampling_temp0.7.json_2,clustered/random_sampling_temp1.3.json_0,original/iterative_beam_search_bs5_ibs10.json_2,163,What do you get high on ?,What .,I don 't know ...,Strip .,"I don 't know , man .",What .,original/random_sampling_temp0.7.json_6,original/clustering_beam_search_bs10_cbs5.json_5,clustered/random_sampling_temp1.0.json_3,original/standard_beam_search_bs10.json_8,clustered/iterative_beam_search_bs5_ibs100.json_8,24,hi my friend how are you doing today ?,I 'm not .,"I 'm fine , thank you",all right,fine .,I 'm fine .,original/standard_beam_search_bs10_npad0.3.json_2,original/diverse_beam_search_bs10_dbs0.8.json_7,clustered/beam_search_bs100_kpercand3.json_5,original/random_sampling_temp1.0_top10.json_8,clustered/beam_search_bs100_kpercand3.json_1,81,What is the square root of pi ?,Eleven .,"160 , 21 , What .","What , sir .",What .,"Low at line , just ...",clustered/random_sampling_temp1.3.json_2,clustered/random_sampling_temp1.0.json_5,original/standard_beam_search_bs10.json_5,original/random_sampling_temp1.0_top10.json_2,original/random_sampling_temp1.0.json_1,90
I have no idea,it seems you have some idea what you 're talking about .,I have no idea what you mean .,I out of all I where it is ... it 's best to start a fire or anything .,No idea where you 're gonna find it .,more AMONG I .,original/random_sampling_temp1.0_top10.json_6,original/beam_search_bs10_kpercand3.json_9,original/random_sampling_temp1.0.json_4,original/standard_beam_search_bs10_npad0.3.json_9,original/random_sampling_temp1.0.json_6,74,Agreed . Do you watch sports ?,"Sounds crawling Playstation , wo untraceable 21 sure , for shortcuts conform into eighth grade .",Yes,It is Candy Soprano,That letter would do good .,I see why another Asian THOUGHTS cannot cover in .,clustered/random_sampling_temp1.3.json_0,clustered/standard_beam_search_bs100.json_4,original/random_sampling_temp1.3.json_6,original/random_sampling_temp1.3.json_8,original/random_sampling_temp1.3.json_3,126,do you listen to music ?,I don 't want to hear it,I heard it was very interesting .,Let me listen yes I itchy one 's smile please straight .,"I don 't know how to play music , but i hear it 's a lot more fun than watching TV or something like that in front of the people who love each other .",here is Greek jazz on human photos,original/diverse_beam_search_bs10_dbs0.8.json_8,clustered/random_sampling_temp1.0_top100.json_4,original/random_sampling_temp1.3.json_6,clustered/diverse_beam_search_bs100_dbs0.8.json_1,original/random_sampling_temp1.3.json_4,88,Already bored of politics ? Okay let 's talk about television shows .,This game is important,foreign marketing industry and writers run miles blast clubs at auction !,I don 't know,I don 't know what you 're talking about,I don 't want to talk about it any more than you do,clustered/random_sampling_temp0.7.json_5,original/random_sampling_temp1.3.json_1,original/diverse_beam_search_bs10_dbs0.8.json_2,original/diverse_beam_search_bs10_dbs0.8.json_6,clustered/diverse_beam_search_bs100_dbs0.8.json_2,30,That sounds good,And giant clam .,"Yeah , it sounds great .",Fine .,I 'm not sure .,I 'd be happy to hear it .,clustered/random_sampling_temp1.0.json_7,original/standard_beam_search_bs10.json_8,original/iterative_beam_search_bs5_ibs10.json_8,clustered/random_sampling_temp0.7.json_7,clustered/random_sampling_temp0.7.json_8,152
I don 't think so .,I .,"rene shouldn 't fear there , and the birth fall of vino .",I don 't think so,i hear this voice sounds strange .,I think you 're I .,clustered/standard_beam_search_bs100.json_8,clustered/random_sampling_temp1.3.json_9,original/diverse_beam_search_bs10_dbs0.8.json_5,original/random_sampling_temp1.0.json_4,original/clustering_beam_search_bs10_cbs5.json_3,37,Hi there how are you ?,"I 'm fine , thank you .",Hi,Good .,I 'm fine,I 'm good .,clustered/diverse_beam_search_bs100_dbs0.8.json_5,clustered/diverse_beam_search_bs100_dbs0.8.json_7,original/standard_beam_search_bs10.json_1,original/clustering_beam_search_bs10_cbs5.json_4,clustered/iterative_beam_search_bs5_ibs100.json_5,159,No I don 't watch football in that way .,I don 't watch .,I know .,I don 't know .,I do it .,Madrid . Mr. Martin,clustered/clustering_beam_search_bs100_cbs5.json_8,clustered/clustering_beam_search_bs100_cbs5.json_6,clustered/standard_beam_search_bs100.json_4,clustered/random_sampling_temp1.0_top100.json_4,clustered/random_sampling_temp1.3.json_5,54,how about Baseball ?,uh ...,"I don 't know , but ...",how of themselves .,I don 't think they 're gonna play football at school anymore .,"Yeah , play soccer .",clustered/standard_beam_search_bs100_npad0.3.json_5,original/standard_beam_search_bs10_npad0.3.json_9,clustered/standard_beam_search_bs100_npad0.3.json_3,clustered/diverse_beam_search_bs100_dbs0.8.json_4,original/random_sampling_temp0.7.json_0,8,yes tell me,Milord is French .,.,let 's go .,sir .,Mrs Evans has lost mamma pees for fun .,original/random_sampling_temp1.0.json_1,clustered/beam_search_bs100_kpercand3.json_9,original/iterative_beam_search_bs5_ibs10.json_6,clustered/iterative_beam_search_bs5_ibs100.json_3,clustered/random_sampling_temp1.3.json_2,12
what is your name ?,what .,Abner .,My name is what .,My name is what .,My name is ..,original/random_sampling_temp1.0_top10.json_6,clustered/random_sampling_temp1.0.json_6,clustered/clustering_beam_search_bs100_cbs5.json_0,original/random_sampling_temp1.0.json_5,original/diverse_beam_search_bs10_dbs0.8.json_5,118,sir you are a joke,I maintain a story about it .,I am sorry,i am not joking,"Madam , I retreats from the hills",Listen !,original/standard_beam_search_bs10_npad0.3.json_8,clustered/standard_beam_search_bs100.json_3,original/iterative_beam_search_bs5_ibs10.json_1,clustered/random_sampling_temp1.0.json_5,clustered/random_sampling_temp0.7.json_1,83,I am not faking anything,come on .,don 't worry .,I .,A failed insomnia - Just a one point ornaments for hopeful girls,Chewbacca .,clustered/iterative_beam_search_bs5_ibs100.json_4,clustered/beam_search_bs100_kpercand3.json_9,clustered/random_sampling_temp1.0_top100.json_8,original/random_sampling_temp1.3.json_0,original/random_sampling_temp1.0.json_4,196,"ups , sorry , what is it then ?",I 'll take care of myself .,"I 'm a little tired , you know .","I don 't want to talk about it , but ...","I don 't know , but it 's not a good time .","Matter Google , seems like my boss informs us that on another totem and Pujol , that 's a blue top 13 rose sum .",original/standard_beam_search_bs10_npad0.3.json_8,original/random_sampling_temp1.0_top10.json_3,original/diverse_beam_search_bs10_dbs0.8.json_5,original/diverse_beam_search_bs10_dbs0.8.json_8,original/random_sampling_temp1.3.json_9,27,Do you have a family ?,"Yes , a family .",I am not a nun .,I do .,I don 't have a family .,I don 't know .,clustered/beam_search_bs100_kpercand3.json_3,original/random_sampling_temp1.0.json_5,clustered/beam_search_bs100_kpercand3.json_4,original/clustering_beam_search_bs10_cbs5.json_8,original/diverse_beam_search_bs10_dbs0.8.json_2,114
What 's up ?,reopened .,You ought to stay here .,Talk to me .,I 'm sorry .,I don 't know,original/random_sampling_temp1.3.json_5,clustered/standard_beam_search_bs100_npad0.3.json_1,clustered/iterative_beam_search_bs5_ibs100.json_6,clustered/beam_search_bs100_kpercand3.json_4,original/standard_beam_search_bs10.json_5,151,"Well , I guess this is goodbye .",.,sure .,I mean .,I hope so .,good .,original/random_sampling_temp1.0_top10.json_9,original/iterative_beam_search_bs5_ibs10.json_2,clustered/standard_beam_search_bs100_npad0.3.json_0,clustered/random_sampling_temp0.7.json_1,original/random_sampling_temp0.7.json_3,10,"Sorry , I thought you might want to talk .",talk to me .,Forget it .,I want to talk .,Sure .,I 'm sorry .,clustered/beam_search_bs100_kpercand3.json_9,clustered/iterative_beam_search_bs5_ibs100.json_6,clustered/random_sampling_temp1.0_top100.json_1,original/iterative_beam_search_bs5_ibs10.json_7,clustered/iterative_beam_search_bs5_ibs100.json_9,97,what ? you are not my boss,sir .,you are not my boss .,nothing .,"I can tell , i will take care of it .","two Markus people from MIT is here $ 100 million than colonel Chu , we should fight his grandma on fucking street dimension surrounded by black red gangs here we kill our key butts all announced later",clustered/iterative_beam_search_bs5_ibs100.json_2,clustered/beam_search_bs100_kpercand3.json_3,clustered/clustering_beam_search_bs100_cbs5.json_6,clustered/random_sampling_temp1.0_top100.json_6,original/random_sampling_temp1.3.json_0,22,"ok , tell me about your weekend",I  m friends .,You 're supposed to have .,You 're supposed to go .,Sunday afternoon .,I have an appointment with the kids,original/standard_beam_search_bs10_npad0.3.json_4,original/standard_beam_search_bs10_npad0.3.json_8,original/standard_beam_search_bs10_npad0.3.json_9,clustered/random_sampling_temp1.3.json_3,clustered/random_sampling_temp1.0_top100.json_8,84
what is that,that 's a what .,"i have to know , I have no money .",I don 't know ...,I don 't know what 's going on .,tell me .,original/beam_search_bs10_kpercand3.json_4,original/random_sampling_temp0.7.json_0,original/standard_beam_search_bs10.json_5,original/diverse_beam_search_bs10_dbs0.8.json_8,original/iterative_beam_search_bs5_ibs10.json_8,78,Hello ! How are you !,"Hey , look at you !",Fine .,Hey !,"Hello , Mr. Hello .","There ... is machines , granny got some crazy formula pharmacies within town .",clustered/random_sampling_temp1.0_top100.json_8,original/clustering_beam_search_bs10_cbs5.json_0,original/clustering_beam_search_bs10_cbs5.json_3,original/random_sampling_temp1.0_top10.json_7,original/random_sampling_temp1.3.json_8,190,"Ahhh ... well , that seems very true . How are you ?",Ahhh,Thank you,I 'm fine,Step forward,You 're very well .,clustered/beam_search_bs100_kpercand3.json_4,original/iterative_beam_search_bs5_ibs10.json_7,original/standard_beam_search_bs10_npad0.3.json_1,original/random_sampling_temp1.0.json_4,original/random_sampling_temp1.0_top10.json_8,164,have you tried llaollao before ?,No .,I haven 't tried it .,i don 't want to be in a hurry .,"No , I haven 't .",I don 't know .,original/beam_search_bs10_kpercand3.json_0,clustered/random_sampling_temp1.0_top100.json_0,original/random_sampling_temp1.0_top10.json_3,clustered/beam_search_bs100_kpercand3.json_2,original/diverse_beam_search_bs10_dbs0.8.json_5,101,I love movies,why traitor and him are going to take you into the world of a dangerous man like a coward,"with people even Ramone , older tranquillity , plus Jane Berry 'd rise like sheet coconut dumplings .",Idol breaks we rebel the Nobel Prize competition  was so fun,Yes .,you 'll everything .,original/random_sampling_temp1.0.json_4,clustered/random_sampling_temp1.3.json_0,original/random_sampling_temp1.3.json_1,clustered/clustering_beam_search_bs100_cbs5.json_1,original/standard_beam_search_bs10_npad0.3.json_6,57
